Time Stamp,Name,PTID,LBMP,Marginal Cost Losses ($/MWHr),Marginal Cost Congestion ($/MWHr)
02/02/2020 01:00,DUNWOD,61760,17.11583333,0.93,-4.7
02/02/2020 01:00,GENESE,61753,15.41416667,-0.2,-0.6
02/02/2020 01:00,H Q,61844,15.34166667,-0.31,0
02/02/2020 01:00,HUD VL,61758,16.96,0.81,-4.69
02/02/2020 01:00,LONGIL,61762,17.6375,1.33,-4.7
02/02/2020 01:00,MHK VL,61756,16.20083333,0.25,-0.86
02/02/2020 01:00,MILLWD,61759,17.0375,0.88,-4.77
02/02/2020 01:00,N.Y.C.,61761,17.27166667,1.08,-4.71
02/02/2020 01:00,NORTH,61755,15.41416667,-0.41,0
02/02/2020 01:00,NPX,61845,17.1225,0.85,-7.68
02/02/2020 01:00,O H,61846,14.85,-0.48,-0.77
02/02/2020 01:00,PJM,61847,16.14416667,0.33,-2.9
02/02/2020 01:00,WEST,61752,15.14083333,-0.28,-0.77
02/02/2020 02:00,CAPITL,61757,16.68416667,0.6,-3.01
02/02/2020 02:00,CENTRL,61754,15.94583333,0.14,-0.38
02/02/2020 02:00,DUNWOD,61760,17.01166667,0.89,-2.19
02/02/2020 02:00,GENESE,61753,15.40083333,-0.21,-0.28
02/02/2020 02:00,H Q,61844,15.3025,-0.31,0
02/02/2020 02:00,HUD VL,61758,16.8625,0.78,-2.19
02/02/2020 02:00,LONGIL,61762,17.5625,1.28,-4.3
02/02/2020 02:00,MHK VL,61756,16.14916667,0.25,-0.4
02/02/2020 02:00,MILLWD,61759,16.9325,0.84,-2.22
02/02/2020 02:00,N.Y.C.,61761,17.15166667,1.03,-2.2
02/02/2020 02:00,NORTH,61755,15.38083333,-0.4,0
02/02/2020 02:00,NPX,61845,16.99166667,0.82,-7.92
02/02/2020 02:00,O H,61846,14.9,-0.45,-0.36
02/02/2020 02:00,PJM,61847,16.125,0.32,-1.35
02/02/2020 02:00,WEST,61752,15.19083333,-0.26,-0.36
02/02/2020 03:00,CAPITL,61757,15.50833333,0.57,-3.45
02/02/2020 03:00,CENTRL,61754,14.80416667,0.14,-0.43
02/02/2020 03:00,DUNWOD,61760,15.7925,0.87,-2.51
02/02/2020 03:00,GENESE,61753,14.27833333,-0.19,-0.32
02/02/2020 03:00,H Q,61844,14.2525,-0.3,0
02/02/2020 03:00,HUD VL,61758,15.66083333,0.76,-2.5
02/02/2020 03:00,LONGIL,61762,16.4,1.25,-4.6
02/02/2020 03:00,MHK VL,61756,15.00833333,0.22,-0.46
02/02/2020 03:00,MILLWD,61759,15.72583333,0.83,-2.55
02/02/2020 03:00,N.Y.C.,61761,15.9225,1.01,-2.51
02/02/2020 03:00,NORTH,61755,14.33166667,-0.39,0
02/02/2020 03:00,NPX,61845,15.7625,0.8,-7.89
02/02/2020 03:00,O H,61846,13.79666667,-0.42,-0.41
02/02/2020 03:00,PJM,61847,14.95666667,0.31,-1.55
02/02/2020 03:00,WEST,61752,14.0575,-0.24,-0.41
02/02/2020 04:00,CAPITL,61757,16.62,0.59,-3.49
02/02/2020 04:00,CENTRL,61754,15.86666667,0.15,-0.44
02/02/2020 04:00,DUNWOD,61760,16.91666667,0.86,-2.54
